persistentid,venueid,utc_date,utc_hour,local_date,local_hour,gender,age,full_panel_reweighted_sag_score,dwell,home_zip,venuename,address,city,dma,state,country,geolat,geolong,catid,catname,level1catId,level1cat,level2catId,level2cat,level3catId,level3cat,chainid,chainname,parentvenueid,zip,sample
88,56c0d6b8cd100614a94a6cec,2020-05-10,14,2020-05-10,9,Male,Age_60_to_64,248.6307847892245,6610,78753.0,Arbors at Lakeline,,Cedar Park,"Austin, TX",TX,US,30.481146861422474,-97.81807607864684,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),4e67e38e036454776db1fb3a,Residences,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),,,,,,,us_all
88,56c0d6b8cd100614a94a6cec,2020-05-12,13,2020-05-12,8,Male,Age_60_to_64,221.18313125270328,8959,78753.0,Arbors at Lakeline,,Cedar Park,"Austin, TX",TX,US,30.481146861422474,-97.81807607864684,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),4e67e38e036454776db1fb3a,Residences,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),,,,,,,us_all
20,586d5070409f5646d4fcc6da,2020-05-26,12,2020-05-26,7,Male,Age_55_to_59,210.1576395963324,484,77833.0,Kindred at Home,85 N Kessler Ave,Schulenburg,"Austin, TX",TX,US,29.68914510506786,-96.90305762014758,5032891291d4c4b30a586d68,Assisted Living,4e67e38e036454776db1fb3a,Residences,5032891291d4c4b30a586d68,Assisted Living,,,594be0b63d479164ddf20cfd,Kindred Healthcare,,78956,us_all
8,59135ca089e490660e1650e7,2020-05-07,12,2020-05-07,7,Male,Age_30_to_34,120.33897801950856,604,78617.0,Mi Casita,FM 969,,"Austin, TX",TX,US,30.268323,-97.626939,4bf58dd8d48988d1c1941735,Mexican Restaurants,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d1c1941735,Mexican Restaurants,,,,,,78724,us_all
61,4e4560baaeb70e74f4857d67,2020-05-20,16,2020-05-20,11,Male,Age_60_to_64,252.000145625344,651,76577.0,Taylor Lube Center,1806 N Main St,Taylor,"Austin, TX",TX,US,30.58479518915425,-97.41096947983743,4bf58dd8d48988d124951735,Automotive Shops,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d124951735,Automotive Shops,,,,,,76574,us_all
27,4e73d5eafa76059700479238,2020-05-10,15,2020-05-10,10,Male,Age_45_to_49,112.7673861686616,326,,Barton Creek Fazio Canyons,8511 Carronzo Drive,Barton Creek,"Austin, TX",TX,US,30.27070585480488,-97.87573947202458,4bf58dd8d48988d1e6941735,Golf Courses,4d4b7105d754a06377d81259,Outdoors & Recreation,4f4528bc4b90abdf24c9de85,Athletics & Sports,4bf58dd8d48988d1e6941735,Golf Courses,,,,78735,us_all
24,4e73d5eafa76059700479238,2020-05-20,13,2020-05-20,8,Male,Age_45_to_49,84.59304287462568,722,,Barton Creek Fazio Canyons,8511 Carronzo Drive,Barton Creek,"Austin, TX",TX,US,30.27070585480488,-97.87573947202458,4bf58dd8d48988d1e6941735,Golf Courses,4d4b7105d754a06377d81259,Outdoors & Recreation,4f4528bc4b90abdf24c9de85,Athletics & Sports,4bf58dd8d48988d1e6941735,Golf Courses,,,,78735,us_all
24,4e73d5eafa76059700479238,2020-05-21,16,2020-05-21,11,Male,Age_45_to_49,83.57318433183731,3086,,Barton Creek Fazio Canyons,8511 Carronzo Drive,Barton Creek,"Austin, TX",TX,US,30.27070585480488,-97.87573947202458,4bf58dd8d48988d1e6941735,Golf Courses,4d4b7105d754a06377d81259,Outdoors & Recreation,4f4528bc4b90abdf24c9de85,Athletics & Sports,4bf58dd8d48988d1e6941735,Golf Courses,,,,78735,us_all
14,48261dbef964a5209f4f1fe3,2020-05-04,14,2020-05-04,9,Male,Age_35_to_39,91.72578144637272,163,,Barfly's,5420 Airport Blvd,Austin,"Austin, TX",TX,US,30.31673972343371,-97.71425270583144,4bf58dd8d48988d118941735,Dive Bars,4d4b7105d754a06376d81259,Nightlife Spots,4bf58dd8d48988d116941735,Bars,4bf58dd8d48988d118941735,Dive Bars,,,,78751,us_all
57,4a2eec63f964a52084981fe3,2020-05-20,16,2020-05-20,11,,,0.0,121,78704.0,Culver's,3424 W William Cannon Dr,Austin,"Austin, TX",TX,US,30.21387718,-97.82936176,4bf58dd8d48988d16e941735,Fast Food Restaurants,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d16e941735,Fast Food Restaurants,,,556cfc3faceaff43eb0690b3,Culver's,,78745,us_all
51,4b09a13ff964a520a11a23e3,2020-05-30,15,2020-05-30,10,Male,Age_30_to_34,132.63952273225271,1175,,7-Eleven,201 W Ben White Blvd,Austin,"Austin, TX",TX,US,30.22245799611096,-97.764895617432,4d954b0ea243a5684a65b473,Convenience Stores,4d4b7105d754a06378d81259,Shops & Services,4d954b0ea243a5684a65b473,Convenience Stores,,,556f676fbd6a75a99038d8e9,7-Eleven,5605a4a9498ee7b981c4742f,78704,us_all
52,4b09a13ff964a520a11a23e3,2020-05-31,17,2020-05-31,12,Female,Age_30_to_34,141.06942952612255,116,,7-Eleven,201 W Ben White Blvd,Austin,"Austin, TX",TX,US,30.22245799611096,-97.764895617432,4d954b0ea243a5684a65b473,Convenience Stores,4d4b7105d754a06378d81259,Shops & Services,4d954b0ea243a5684a65b473,Convenience Stores,,,556f676fbd6a75a99038d8e9,7-Eleven,5605a4a9498ee7b981c4742f,78704,us_all
52,4b09a13ff964a520a11a23e3,2020-05-30,15,2020-05-30,10,Female,Age_30_to_34,136.46046031037622,1201,,7-Eleven,201 W Ben White Blvd,Austin,"Austin, TX",TX,US,30.22245799611096,-97.764895617432,4d954b0ea243a5684a65b473,Convenience Stores,4d4b7105d754a06378d81259,Shops & Services,4d954b0ea243a5684a65b473,Convenience Stores,,,556f676fbd6a75a99038d8e9,7-Eleven,5605a4a9498ee7b981c4742f,78704,us_all
51,4b09a13ff964a520a11a23e3,2020-05-31,17,2020-05-31,12,Male,Age_30_to_34,137.1707229693739,98,,7-Eleven,201 W Ben White Blvd,Austin,"Austin, TX",TX,US,30.22245799611096,-97.764895617432,4d954b0ea243a5684a65b473,Convenience Stores,4d4b7105d754a06378d81259,Shops & Services,4d954b0ea243a5684a65b473,Convenience Stores,,,556f676fbd6a75a99038d8e9,7-Eleven,5605a4a9498ee7b981c4742f,78704,us_all
40,4b09a13ff964a520a11a23e3,2020-05-11,13,2020-05-11,8,Male,Age_40_to_44,100.36504731855538,535,,7-Eleven,201 W Ben White Blvd,Austin,"Austin, TX",TX,US,30.22245799611096,-97.764895617432,4d954b0ea243a5684a65b473,Convenience Stores,4d4b7105d754a06378d81259,Shops & Services,4d954b0ea243a5684a65b473,Convenience Stores,,,556f676fbd6a75a99038d8e9,7-Eleven,5605a4a9498ee7b981c4742f,78704,us_all
39,4b0d6e6ff964a520244823e3,2020-05-14,17,2020-05-14,12,Male,Age_40_to_44,87.51363563410796,365,,Chick-fil-A,12501 N Mo Pac Expy,Austin,"Austin, TX",TX,US,30.41900062,-97.70330352,4bf58dd8d48988d16e941735,Fast Food Restaurants,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d16e941735,Fast Food Restaurants,,,556e1846a7c82e6b72513d6b,Chick-fil-A,,78758,us_all
3,4b0d6e6ff964a520244823e3,2020-05-09,15,2020-05-09,10,Male,Age_40_to_44,129.37757172675816,354,,Chick-fil-A,12501 N Mo Pac Expy,Austin,"Austin, TX",TX,US,30.41900062,-97.70330352,4bf58dd8d48988d16e941735,Fast Food Restaurants,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d16e941735,Fast Food Restaurants,,,556e1846a7c82e6b72513d6b,Chick-fil-A,,78758,us_all
65,4b0d6e6ff964a520244823e3,2020-05-15,13,2020-05-15,8,Male,Age_40_to_44,84.96744896336813,116,,Chick-fil-A,12501 N Mo Pac Expy,Austin,"Austin, TX",TX,US,30.41900062,-97.70330352,4bf58dd8d48988d16e941735,Fast Food Restaurants,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d16e941735,Fast Food Restaurants,,,556e1846a7c82e6b72513d6b,Chick-fil-A,,78758,us_all
99,4b45ea25f964a5202e1226e3,2020-05-18,9,2020-05-18,4,Male,Age_40_to_44,112.1085502649255,3032,,Gold's Gym,1335 E Whitestone Blvd,Cedar Park,"Austin, TX",TX,US,30.530186433409487,-97.8127714432776,4bf58dd8d48988d175941735,Gyms or Fitness Centers,4d4b7105d754a06377d81259,Outdoors & Recreation,4f4528bc4b90abdf24c9de85,Athletics & Sports,4bf58dd8d48988d175941735,Gyms or Fitness Centers,556a3edda7c8957d73d5b3ad,Gold's Gym,,78613,us_all
99,4b45ea25f964a5202e1226e3,2020-05-30,17,2020-05-30,12,Male,Age_40_to_44,110.9117943783244,3348,,Gold's Gym,1335 E Whitestone Blvd,Cedar Park,"Austin, TX",TX,US,30.530186433409487,-97.8127714432776,4bf58dd8d48988d175941735,Gyms or Fitness Centers,4d4b7105d754a06377d81259,Outdoors & Recreation,4f4528bc4b90abdf24c9de85,Athletics & Sports,4bf58dd8d48988d175941735,Gyms or Fitness Centers,556a3edda7c8957d73d5b3ad,Gold's Gym,,78613,us_all
99,4b45ea25f964a5202e1226e3,2020-05-24,13,2020-05-24,8,Male,Age_40_to_44,106.08347534607312,6032,,Gold's Gym,1335 E Whitestone Blvd,Cedar Park,"Austin, TX",TX,US,30.530186433409487,-97.8127714432776,4bf58dd8d48988d175941735,Gyms or Fitness Centers,4d4b7105d754a06377d81259,Outdoors & Recreation,4f4528bc4b90abdf24c9de85,Athletics & Sports,4bf58dd8d48988d175941735,Gyms or Fitness Centers,556a3edda7c8957d73d5b3ad,Gold's Gym,,78613,us_all
99,4b45ea25f964a5202e1226e3,2020-05-19,10,2020-05-19,5,Male,Age_40_to_44,109.7186794059214,2699,,Gold's Gym,1335 E Whitestone Blvd,Cedar Park,"Austin, TX",TX,US,30.530186433409487,-97.8127714432776,4bf58dd8d48988d175941735,Gyms or Fitness Centers,4d4b7105d754a06377d81259,Outdoors & Recreation,4f4528bc4b90abdf24c9de85,Athletics & Sports,4bf58dd8d48988d175941735,Gyms or Fitness Centers,556a3edda7c8957d73d5b3ad,Gold's Gym,,78613,us_all
58,4f9059e7e4b00b601328c439,2020-05-05,12,2020-05-05,7,Male,Age_40_to_44,108.2193028830082,200,,Patton Cabinet Doors,10206 N Interstate 35,Austin,"Austin, TX",TX,US,30.366671761009066,-97.6839491199348,4eb1bea83b7b6f98df247e06,Factories,4d4b7105d754a06375d81259,Professional & Other Places,4eb1bea83b7b6f98df247e06,Factories,,,,,,78753,us_all
58,4f9059e7e4b00b601328c439,2020-05-12,15,2020-05-12,10,Male,Age_40_to_44,108.93343892233185,2894,,Patton Cabinet Doors,10206 N Interstate 35,Austin,"Austin, TX",TX,US,30.366671761009066,-97.6839491199348,4eb1bea83b7b6f98df247e06,Factories,4d4b7105d754a06375d81259,Professional & Other Places,4eb1bea83b7b6f98df247e06,Factories,,,,,,78753,us_all
58,4f9059e7e4b00b601328c439,2020-05-03,16,2020-05-03,11,Male,Age_40_to_44,117.02669999616808,175,,Patton Cabinet Doors,10206 N Interstate 35,Austin,"Austin, TX",TX,US,30.366671761009066,-97.6839491199348,4eb1bea83b7b6f98df247e06,Factories,4d4b7105d754a06375d81259,Professional & Other Places,4eb1bea83b7b6f98df247e06,Factories,,,,,,78753,us_all
85,4fb1505fe4b0244fd731137a,2020-05-05,15,2020-05-05,10,Male,Age_35_to_39,97.24166864769413,487,,Jamail's,9710 W Fm 2147,Horseshoe Bay,"Austin, TX",TX,US,30.532727615319377,-98.39015897550462,4bf58dd8d48988d118951735,Grocery Stores,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d1f9941735,Food & Drink Shops,4bf58dd8d48988d118951735,Grocery Stores,,,,78657,us_all
85,4fb1505fe4b0244fd731137a,2020-05-27,17,2020-05-27,12,Male,Age_35_to_39,90.02553524538477,2123,,Jamail's,9710 W Fm 2147,Horseshoe Bay,"Austin, TX",TX,US,30.532727615319377,-98.39015897550462,4bf58dd8d48988d118951735,Grocery Stores,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d1f9941735,Food & Drink Shops,4bf58dd8d48988d118951735,Grocery Stores,,,,78657,us_all
85,4fb1505fe4b0244fd731137a,2020-05-01,16,2020-05-01,11,Male,Age_35_to_39,98.04016513477433,734,,Jamail's,9710 W Fm 2147,Horseshoe Bay,"Austin, TX",TX,US,30.532727615319377,-98.39015897550462,4bf58dd8d48988d118951735,Grocery Stores,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d1f9941735,Food & Drink Shops,4bf58dd8d48988d118951735,Grocery Stores,,,,78657,us_all
36,4b50ad08f964a520e72c27e3,2020-05-05,16,2020-05-05,11,Male,Age_20_to_24,375.1305710730383,192,78205.0,Chipotle Mexican Grill,401 N Lbj Dr,San Marcos,"Austin, TX",TX,US,29.885558066927107,-97.94097644651654,4bf58dd8d48988d1c1941735,Mexican Restaurants,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d1c1941735,Mexican Restaurants,,,556e0f6fa7c82e6b724f8c82,Chipotle Mexican Grill,,78666,us_all
36,4b50ad08f964a520e72c27e3,2020-05-14,17,2020-05-14,12,Male,Age_20_to_24,365.4058049228733,136,78205.0,Chipotle Mexican Grill,401 N Lbj Dr,San Marcos,"Austin, TX",TX,US,29.885558066927107,-97.94097644651654,4bf58dd8d48988d1c1941735,Mexican Restaurants,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d1c1941735,Mexican Restaurants,,,556e0f6fa7c82e6b724f8c82,Chipotle Mexican Grill,,78666,us_all
58,514f6c70e4b0ab030f2c1fad,2020-05-25,14,2020-05-25,9,Male,Age_40_to_44,101.4842306151362,24231,,West Austin Youth Association,,Austin,"Austin, TX",TX,US,30.291095804783943,-97.77397561411082,4eb1bf013b7b6f98df247e07,Volleyball Courts,4d4b7105d754a06377d81259,Outdoors & Recreation,4f4528bc4b90abdf24c9de85,Athletics & Sports,4eb1bf013b7b6f98df247e07,Volleyball Courts,,,,,us_all
58,514f6c70e4b0ab030f2c1fad,2020-05-01,15,2020-05-01,10,Male,Age_40_to_44,96.23829151282624,837,,West Austin Youth Association,,Austin,"Austin, TX",TX,US,30.291095804783943,-97.77397561411082,4eb1bf013b7b6f98df247e07,Volleyball Courts,4d4b7105d754a06377d81259,Outdoors & Recreation,4f4528bc4b90abdf24c9de85,Athletics & Sports,4eb1bf013b7b6f98df247e07,Volleyball Courts,,,,,us_all
8,516eb51be4b09d6e651bb0b3,2020-05-06,12,2020-05-06,7,Male,Age_30_to_34,99.96398018013268,182,78617.0,Manchaca TCESD#5,,Manchaca,"Austin, TX",TX,US,30.13961,-97.824015,4bf58dd8d48988d12c941735,Fire Stations,4d4b7105d754a06375d81259,Professional & Other Places,4bf58dd8d48988d126941735,Government Buildings,4bf58dd8d48988d12c941735,Fire Stations,,,,,us_all
14,4b894c49f964a520812932e3,2020-05-13,14,2020-05-13,9,Male,Age_35_to_39,86.54330234778843,144,,Velocity Credit Union,610 E 11th St,Austin,"Austin, TX",TX,US,30.27195791026308,-97.73444291115322,5032850891d4c4b30a586d62,Credit Unions,4d4b7105d754a06378d81259,Shops & Services,5032850891d4c4b30a586d62,Credit Unions,,,,,,78701,us_all
21,4b894c49f964a520812932e3,2020-05-28,13,2020-05-28,8,Female,Age_20_to_24,309.22390391977547,1028,,Velocity Credit Union,610 E 11th St,Austin,"Austin, TX",TX,US,30.27195791026308,-97.73444291115322,5032850891d4c4b30a586d62,Credit Unions,4d4b7105d754a06378d81259,Shops & Services,5032850891d4c4b30a586d62,Credit Unions,,,,,,78701,us_all
65,5269073711d2ba1c9c763fe6,2020-05-12,15,2020-05-12,10,Male,Age_40_to_44,88.68065123298332,124,,New Lake Travis Middle School,,,"Austin, TX",TX,US,30.33725118732816,-98.02764844512694,4f4533814b9074f6e4fb0106,Middle Schools,4d4b7105d754a06375d81259,Professional & Other Places,4bf58dd8d48988d13b941735,Schools,4f4533814b9074f6e4fb0106,Middle Schools,,,,,us_all
68,52bde52c498e0bfc6a8e627a,2020-05-17,17,2020-05-17,12,Female,Age_50_to_54,367.31720460418575,175,24983.0,P. Terry's Burger Stand,12018 Research Blvd,Austin,"Austin, TX",TX,US,30.42492187090888,-97.75192773525092,4bf58dd8d48988d16c941735,Burger Joints,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d16c941735,Burger Joints,,,,,,78759,us_all
16,4ba264f7f964a52085f437e3,2020-05-21,12,2020-05-21,7,Male,Age_45_to_49,96.73264817760496,126,78664.0,AustiNuts,2900 W Anderson Ln,Austin,"Austin, TX",TX,US,30.36010593421488,-97.7374663719846,4bf58dd8d48988d128951735,Gift Shops,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d128951735,Gift Shops,,,,,,78757,us_all
86,4ba8dd24f964a52032f539e3,2020-05-29,12,2020-05-29,7,Male,Age_35_to_39,95.66675755436512,1148,78734.0,Sterling Events,6134 US 290 E. Frontage Road,Austin,"Austin, TX",TX,US,30.359093416612513,-97.7165594099962,4bf58dd8d48988d1ff931735,Convention Centers,4d4b7105d754a06375d81259,Professional & Other Places,4bf58dd8d48988d1ff931735,Convention Centers,,,,,,78752,us_all
11,559ec155498eaf96e1cf379c,2020-05-14,16,2020-05-14,11,Male,Age_45_to_49,109.13550574240718,762,,Jeanette Wright-Wright Real Estate,3101 Madisina Dr.,Cedar Park,"Austin, TX",TX,US,30.52093311682841,-97.79240984417414,4bf58dd8d48988d124941735,Offices,4d4b7105d754a06375d81259,Professional & Other Places,4bf58dd8d48988d124941735,Offices,,,,,,78641,us_all
11,559ec155498eaf96e1cf379c,2020-05-12,14,2020-05-12,9,Male,Age_45_to_49,110.96732891526688,808,,Jeanette Wright-Wright Real Estate,3101 Madisina Dr.,Cedar Park,"Austin, TX",TX,US,30.52093311682841,-97.79240984417414,4bf58dd8d48988d124941735,Offices,4d4b7105d754a06375d81259,Professional & Other Places,4bf58dd8d48988d124941735,Offices,,,,,,78641,us_all
60,4bc9d38c68f976b09fe65d83,2020-05-29,15,2020-05-29,10,Male,Age_35_to_39,95.4577832979617,1735,,Public Storage,2301 E Ben White Blvd,Austin,"Austin, TX",TX,US,30.215814601596513,-97.741275056504,4f04b1572fb6e1c99f3db0bf,Storage Facilities,4d4b7105d754a06378d81259,Shops & Services,4f04b1572fb6e1c99f3db0bf,Storage Facilities,,,556e146fa7c82e6b725097db,Public Storage,,78741,us_all
38,4bc9d38c68f976b09fe65d83,2020-05-08,14,2020-05-08,9,Male,Age_45_to_49,94.69535115892188,65,,Public Storage,2301 E Ben White Blvd,Austin,"Austin, TX",TX,US,30.215814601596513,-97.741275056504,4f04b1572fb6e1c99f3db0bf,Storage Facilities,4d4b7105d754a06378d81259,Shops & Services,4f04b1572fb6e1c99f3db0bf,Storage Facilities,,,556e146fa7c82e6b725097db,Public Storage,,78741,us_all
26,57e6ac38498e56b05f2e264e,2020-05-04,14,2020-05-04,9,Male,Age_35_to_39,80.19079007720931,248,76542.0,Black Swan Yoga,1417 W Anderson Ln,Austin,"Austin, TX",TX,US,30.351269269310688,-97.72117834860244,4bf58dd8d48988d102941735,Yoga Studios,4d4b7105d754a06377d81259,Outdoors & Recreation,4f4528bc4b90abdf24c9de85,Athletics & Sports,4bf58dd8d48988d175941735,Gyms or Fitness Centers,,,,78757,us_all
71,580e304938fa3555dcca6ed1,2020-05-06,13,2020-05-06,8,Male,Age_30_to_34,100.22705377263848,370,78660.0,Godzilla Preserve Trail,,Cedar Park,"Austin, TX",TX,US,30.492232,-97.853195,4bf58dd8d48988d159941735,Trails,4d4b7105d754a06377d81259,Outdoors & Recreation,4bf58dd8d48988d159941735,Trails,,,,,,78641,us_all
91,580e304938fa3555dcca6ed1,2020-05-30,12,2020-05-30,7,Male,Age_35_to_39,91.70656493491585,866,,Godzilla Preserve Trail,,Cedar Park,"Austin, TX",TX,US,30.492232,-97.853195,4bf58dd8d48988d159941735,Trails,4d4b7105d754a06377d81259,Outdoors & Recreation,4bf58dd8d48988d159941735,Trails,,,,,,78641,us_all
7,580e304938fa3555dcca6ed1,2020-05-11,15,2020-05-11,10,Male,Age_30_to_34,105.76062889693624,7612,,Godzilla Preserve Trail,,Cedar Park,"Austin, TX",TX,US,30.492232,-97.853195,4bf58dd8d48988d159941735,Trails,4d4b7105d754a06377d81259,Outdoors & Recreation,4bf58dd8d48988d159941735,Trails,,,,,,78641,us_all
35,5893defbd7b4732925505834,2020-05-20,14,2020-05-20,9,Female,Age_40_to_44,105.6756520297505,1655,,Impact Hub Austin,5540 N Lamar Blvd,Austin,"Austin, TX",TX,US,30.324654,-97.727887,4bf58dd8d48988d174941735,Coworking Spaces,4d4b7105d754a06375d81259,Professional & Other Places,4bf58dd8d48988d124941735,Offices,4bf58dd8d48988d174941735,Coworking Spaces,,,,78751,us_all
46,4be6ebde2468c928ccd20143,2020-05-22,15,2020-05-22,10,Male,Age_40_to_44,85.1108197355997,2775,,Covenant United Methodist Church,4410 Duval Rd,Austin,"Austin, TX",TX,US,30.41359703912201,-97.73219926887964,4bf58dd8d48988d132941735,Churches,4d4b7105d754a06375d81259,Professional & Other Places,4bf58dd8d48988d131941735,Spiritual Centers,4bf58dd8d48988d132941735,Churches,,,,78727,us_all
46,4be6ebde2468c928ccd20143,2020-05-09,17,2020-05-09,12,Male,Age_40_to_44,93.5015585497825,812,,Covenant United Methodist Church,4410 Duval Rd,Austin,"Austin, TX",TX,US,30.41359703912201,-97.73219926887964,4bf58dd8d48988d132941735,Churches,4d4b7105d754a06375d81259,Professional & Other Places,4bf58dd8d48988d131941735,Spiritual Centers,4bf58dd8d48988d132941735,Churches,,,,78727,us_all
1,5956f303112c6c598f6a4199,2020-05-22,17,2020-05-22,12,Male,Age_35_to_39,84.04277138953232,61,78741.0,El Chilito,4501 Manchaca Rd,Austin,"Austin, TX",TX,US,30.228016888538775,-97.78919823761812,4bf58dd8d48988d1c1941735,Mexican Restaurants,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d1c1941735,Mexican Restaurants,,,,,,78745,us_all
34,5956f303112c6c598f6a4199,2020-05-26,11,2020-05-26,6,Female,Age_40_to_44,93.88767271747002,2270,,El Chilito,4501 Manchaca Rd,Austin,"Austin, TX",TX,US,30.228016888538775,-97.78919823761812,4bf58dd8d48988d1c1941735,Mexican Restaurants,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d1c1941735,Mexican Restaurants,,,,,,78745,us_all
36,4bf00e33c8d920a1d55b9430,2020-05-22,14,2020-05-22,9,Male,Age_20_to_24,305.20990022642866,612,78205.0,Lago Donut,7708 Lohmans Ford Rd,Lago Vista,"Austin, TX",TX,US,30.47378606,-97.97667188,4bf58dd8d48988d148941735,Donut Shops,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d148941735,Donut Shops,,,,,,78645,us_all
62,5b09c38816fa04002c379a89,2020-05-20,16,2020-05-20,11,Male,Age_35_to_39,133.37164974224976,39,,Crowson Wines,102 North Ave G,Johnson City,"Austin, TX",TX,US,30.277046,-98.4107,4bf58dd8d48988d14b941735,Wineries,4d4b7105d754a06375d81259,Professional & Other Places,4bf58dd8d48988d14b941735,Wineries,,,,,,78636,us_all
47,5be47fbf418686002cc0e839,2020-05-19,15,2020-05-19,10,Male,Age_35_to_39,79.39945996704947,3927,,Mary Elizabeth Branch Park,2006 Philomena St,Austin,"Austin, TX",TX,US,30.301114787771656,-97.70275743347356,4bf58dd8d48988d163941735,Parks,4d4b7105d754a06377d81259,Outdoors & Recreation,4bf58dd8d48988d163941735,Parks,,,,,,78723,us_all
26,5be47fbf418686002cc0e839,2020-05-05,14,2020-05-05,9,Male,Age_35_to_39,80.95221535796136,425,76542.0,Mary Elizabeth Branch Park,2006 Philomena St,Austin,"Austin, TX",TX,US,30.301114787771656,-97.70275743347356,4bf58dd8d48988d163941735,Parks,4d4b7105d754a06377d81259,Outdoors & Recreation,4bf58dd8d48988d163941735,Parks,,,,,,78723,us_all
16,4c09781bffb8c9b628fa6961,2020-05-28,15,2020-05-28,10,Male,Age_45_to_49,94.25558179065705,510,78664.0,Goodwill Boutique,3910 Far West Blvd,Austin,"Austin, TX",TX,US,30.357664805871416,-97.76158444221966,4bf58dd8d48988d101951735,Thrift / Vintage Stores,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d101951735,Thrift / Vintage Stores,,,556a29e0a7c8957d73d38b8f,Goodwill,,78731,us_all
68,4c13e92e82a3c9b60d5cfcf8,2020-05-12,15,2020-05-12,10,Female,Age_50_to_54,381.1641714576449,1943,24983.0,Big Lots,8666 Spicewood Springs Rd,Austin,"Austin, TX",TX,US,30.433356680580005,-97.76982021651784,52f2ab2ebcbc57f1066b8b42,Big Box Stores,4d4b7105d754a06378d81259,Shops & Services,52f2ab2ebcbc57f1066b8b42,Big Box Stores,,,556e092ea7c82e6b724ee2f6,Big Lots,,78759,us_all
16,4c13e92e82a3c9b60d5cfcf8,2020-05-14,13,2020-05-14,8,Male,Age_45_to_49,109.75546044473408,4719,78664.0,Big Lots,8666 Spicewood Springs Rd,Austin,"Austin, TX",TX,US,30.433356680580005,-97.76982021651784,52f2ab2ebcbc57f1066b8b42,Big Box Stores,4d4b7105d754a06378d81259,Shops & Services,52f2ab2ebcbc57f1066b8b42,Big Box Stores,,,556e092ea7c82e6b724ee2f6,Big Lots,,78759,us_all
74,5d82ccc0c41c1700075a22c5,2020-05-11,16,2020-05-11,11,Male,Age_40_to_44,96.3813176355636,1360,78734.0,Star Shuttle,1135 Gunter St,Austin,"Austin, TX",TX,US,30.267202,-97.69617,4bf58dd8d48988d12b951735,Bus Lines,4d4b7105d754a06379d81259,Travel & Transport,4bf58dd8d48988d1fe931735,Bus Stations,4bf58dd8d48988d12b951735,Bus Lines,,,,78702,us_all
17,4c2fd1d8213c2d7fc696315d,2020-05-19,14,2020-05-19,9,Male,Age_50_to_54,132.83307980935697,741,,Murphy USA,710 E Ben White Blvd,Austin,"Austin, TX",TX,US,30.219180855271503,-97.75520131692193,4bf58dd8d48988d113951735,Gas Stations,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d113951735,Gas Stations,,,556dfa53a7c82e6b724de09d,MurphyUSA,,78704,us_all
17,4c2fd1d8213c2d7fc696315d,2020-05-04,16,2020-05-04,11,Male,Age_50_to_54,131.81252681415947,398,,Murphy USA,710 E Ben White Blvd,Austin,"Austin, TX",TX,US,30.219180855271503,-97.75520131692193,4bf58dd8d48988d113951735,Gas Stations,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d113951735,Gas Stations,,,556dfa53a7c82e6b724de09d,MurphyUSA,,78704,us_all
48,4c2fd1d8213c2d7fc696315d,2020-05-30,17,2020-05-30,12,Female,Age_50_to_54,119.77606311681826,2730,,Murphy USA,710 E Ben White Blvd,Austin,"Austin, TX",TX,US,30.219180855271503,-97.75520131692193,4bf58dd8d48988d113951735,Gas Stations,4d4b7105d754a06378d81259,Shops & Services,4bf58dd8d48988d113951735,Gas Stations,,,556dfa53a7c82e6b724de09d,MurphyUSA,,78704,us_all
48,45f2c1f7f964a520e4431fe3,2020-05-10,16,2020-05-10,11,Female,Age_50_to_54,148.66599130855565,632,,The Domain,11410 Century Oaks Terrace,Austin,"Austin, TX",TX,US,30.401732350311885,-97.7230663144168,5744ccdfe4b0c0459246b4dc,Shopping Plazas,4d4b7105d754a06378d81259,Shops & Services,5744ccdfe4b0c0459246b4dc,Shopping Plazas,,,58530ce3fc8d5951b9bf16c7,Simon Malls,,78758,us_all
